tweet_id,tweet_hashtag,tweet_text,retweet,retweet_source_id,retweet_count,is_fake,user_verified,user_followers_count,user_statuses_count,user_friends_count,user_favourites_count,tweet_relative_age
524967094409261058,ottawashooting,@RT_com In the U.S. this can't ever happen. Our legislators never show up for work. Too busy being prostitutes for their campaigns to work.,false,524952341561491459,0,true,False,22,328,101,258,4
525016918332538880,ottawashooting,@SuzanneAnton. How is guarding a statue heroic??? Merely being dead doesn't make you a hero........,false,525002842021445632,0,true,False,20,384,87,323,9
524939617737662465,ottawashooting,@CP24 sound?,false,524933399828369409,0,true,False,4,292,12,4,0
525029954908860417,ottawashooting,"Updated: Full story on Nathan Cirillo, the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE",false,None,355,true,True,283381,116918,338,3370,8
524978715512823810,ottawashooting,“@globeandmail: Soldier shot at War Memorial in Ottawa has died. Live coverage: http://t.co/p3ZbKh6XkQ” oh man the worst outcome,false,524977651476623360,0,true,False,34,135,75,72,8
524941124893700096,ottawashooting,Prayers for the shot soldier in #Ottawa. God bless the Canadian army. #Canada,false,None,276,true,False,258173,7315,69,9848,9
524974833205907456,ottawashooting,@FilozofA @gjhall @1310NewsDay @SMLBound @CNNJason Dumbass @FilozofA,false,524964781979996160,0,true,False,1439,20851,1436,266,0
524957322859532290,ottawashooting,RT @globeandmail Here's the footage shot by Globe reporter @josh_wingrove of gun fire in Parliament Hill building https://t.co/PsJda3XGq2,false,524953391634866176,0,true,False,153,900,205,405,8
524960213762588672,ottawashooting,"#AttackInOttawa
@CatherineCTV: BREAKING: #Ottawa CivicHosp official: TWO NEW PATIENTS are enroute to hospital
1 w/gunshot wounds
Both stable",false,524958743000125440,0,true,False,659,9811,1339,166,10
524966301085995008,ottawashooting,“@globeandmail: Attack on Parliament: Soldier shot; gunman on the loose.” Thinking of everyone back home.,false,524940659778920448,0,true,False,243,161,284,10,5
524932605083668480,ottawashooting,“@CBCOttawa: Soldier shot at National War Memorial in Ottawa http://t.co/TPKrwPf562”,false,524930293921107969,0,true,False,209,1049,711,36,8
525052510835195904,ottawashooting,"“@CBCOttawa This is a photo of Michael Zehaf-Bibeau, gunman in this morning's #OttawaShooting. #cbcOTT #OTTnews http://t.co/3aR0X7faEN”",false,525049831312875521,0,true,False,302,609,405,26,7
524951370345242624,ottawashooting,@cbcjlong @andreabellemare @lmcdougall3,false,524940077978640384,0,true,False,233,3297,300,105,4
524954177232179200,ottawashooting,@siomo @acoyne every Cnd needs to be armed with knowledge of 20th cent. fascist ideology Islamism (not Islam). Must all work to stop in Cnd,false,524949306101743616,0,true,False,444,5539,929,1659,3
525071279913979904,ottawashooting,@BobG231 Just awful,false,525066876058361856,0,true,False,848,4597,1489,3080,1
524982066564567040,ottawashooting,BREAKING: Ottawa Police confirm that a member of the Canadian Forces has succumbed to injuries in hospital following shooting...,false,None,227,true,True,640044,83196,367,6,8
524965748268343296,ottawashooting,"“@CBCAlerts: Canadian soldier shot at #Ottawa's War Memorial is a reservist serving w/ Argyll and Sutherland Highlanders in #Hamilton, Ont.”",false,524961721744900097,1,true,False,286,2284,37,4,8
524975259393724416,ottawashooting,@CTVNews prayers to the family,false,524974106308251648,0,true,False,723,59874,866,6110,5
525061487035822082,ottawashooting,Wik kaqua yaqua. Ikta kata ukuk ilahi. “MT @CBCAlerts: Harper to make statement gunman shot dead in #Parliament. ”,false,524957647653863424,0,true,False,43,1503,68,250,9
524945346628427776,ottawashooting,@CTVNews,false,524943132409212928,0,true,False,6,38,29,0,7
524954301652033536,ottawashooting,@cnnbrk Coordinated Terrorist attack being investigated in Canada,false,524952437137092608,1,true,False,16,1049,7,2,7
524973817219653633,ottawashooting,"@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau are you middle eastern, by chance?",false,524969503499616256,0,true,False,24,2240,35,13,1
524944290834026496,ottawashooting,@cnni  Don't they have strict gun laws there?,false,524940014065811456,0,true,False,387,1095,377,510,1
525036303557984256,ottawashooting,"@wopthedo @Reuters @_DarkMavis Oh yes, the first name after an archangel and the French family name Bibeau are so typically Muslim.../s",false,525024859261513728,0,true,False,57,19169,272,75,9
524962203687219200,ottawashooting,@cnnbrk حساب فيه اسئلة سحريه -_- !! - @Question_arab,false,524962072262881280,0,true,False,11,966,2,102,1
524957109725966338,ottawashooting,@CBCAlerts Trouble with liberal ideas is it assumes everyone holds similar views.THEY DO NOT.And those so inclined take advantage like this.,false,524926643325132800,0,true,False,615,73583,54,13649,9
525071158463717376,ottawashooting,@ADTRsgb @HashtagRiseUp hiw dare u our troops fight hard and get less money than the immigrants that come over here illegally ffs!!,false,525035623598813185,0,true,False,237,5835,291,4106,10
524962215200555009,ottawashooting,@cnnbrk رغد الفيصل تناشد المواطنين عبر هذا الحساب - @Question_arab,false,524962072262881280,0,true,False,16,507,12,35,5
524998947849658368,ottawashooting,"@jimec65 @BBCBreaking Yes to love, peace and distribute roses to the whole world",false,524998346587783168,0,true,False,1723,45826,1898,17669,10
524948090051395584,ottawashooting,@BlackFlagRising @FoxNews problems first.,false,524947466802987009,0,true,False,12,640,33,78,7
525030935704502272,ottawashooting,@CTVNews Algerian Muslim of course,false,525026592788348929,0,true,False,43,68,141,49,4
525092756918505472,ottawashooting,"@FilozofA @CBSEveningNews You mean, run Canada run!",false,525027807110250496,1,true,False,475,11467,624,2525,10
524948091561324545,ottawashooting,@markstrahl thank God! Cc @intelwire,false,524936793633083394,0,true,False,766,7556,832,280,10
525040915480846336,ottawashooting,@carastern @Fitzzer777 God bless his family. RIP.,false,525024518713397249,0,true,False,611,24723,510,63,4
524977437156069376,ottawashooting,@CP24 @TheCamMurphy,false,524975142641086465,0,true,False,13,40,16,30,7
524940028108353536,ottawashooting,@markstrahl. Stay safe sir!,false,524936793633083394,0,true,False,233,4340,698,122,3
524976695947046912,ottawashooting,@MVLibertas @nytimesworld @MikePMoffatt How is it spelled wrong?,false,524975909150146560,0,true,False,10,166,180,7,6
524954134496411648,ottawashooting,@Reuters يارجال وش هالحساب ؟ - تابعوه @Question_arab,false,524954028287877121,0,true,False,1431,2813,1502,333,9
525024218380242946,ottawashooting,@EmmaatTheSpec @HamOntNews32 God Bless Nathan Cirillo! A true Canadian hero! He will be remembered!,false,525022663102963712,0,true,False,39,233,89,3,11
525032351190249472,ottawashooting,@SunNewsNetwork @simmonssteve Who cares about the murderer.,false,525018799347875841,0,true,False,1459,3056,989,4297,11
524979068148920321,ottawashooting,"@globeandmail Do you not have the respect to say ""rest in peace"" before you use the term LIVE COVERAGE? Not very professional",false,524977651476623360,1,true,False,1413,4117,1999,50,10
525044497496145921,ottawashooting,"@cuba201 @cshaver34 @AP yup,",false,525044108545773569,0,true,False,277,721,218,11,9
524990187865001985,ottawashooting,“@Sportsnet: NHL postpones Wed's Leafs game due to tragedy in Ott http://t.co/MlSmmggLiS http://t.co/wZA33H8ZUu” #KeepPhilSafe #TMLtalk,false,524977669902172160,1,true,False,2325,20647,2080,3129,10
525038836918018050,ottawashooting,"Your time, this is Blood on your hands. http://t.co/kLR2yOic07
@HonJohnBaird This Gay warmongering act of yours and @pmharper is arrestable!",false,525036214286815232,0,true,False,969,20913,2001,1649,10
524979049677201409,ottawashooting,@GenerationZedd 2 MPs are saying it according to CNN,false,524977259162386432,0,true,False,1776,142580,433,334,7
525049840599044096,ottawashooting,@AcBailie @CBCAlerts @CBCNews #OttawaShooting stop using that piece of garbage's name. He's garbage. He's not human.,false,525033357722550272,0,true,False,121,1696,289,1163,8
524930396975550464,ottawashooting,“@FoxNews: #BREAKING: Soldier shot at war memorial near Canadian parliament: http://t.co/Jmnhb3JW2N” @LeeannWright4,false,524929893759737856,3,true,False,144,718,338,158,0
524956383318650880,ottawashooting,"Photos of the scene in Ottawa, where police confirm 'several' shootings http://t.co/1vpA0rErQg http://t.co/djjyH5S30C",false,None,723,true,True,535573,249103,409,469,1
525065415224213504,ottawashooting,@IanWoodger Terrorism has no boundaries.,false,525061845691154432,0,true,False,236,7623,390,1148,2
524973904969093120,ottawashooting,@mythos_man @CBCAlerts @CBCNews @JustinTrudeau your #Harper govt has changed Canada to a military nation...,false,524972964052103169,0,true,False,98,5871,268,1362,6
524931687579652096,ottawashooting,“@CP24: Soldier shot at National War Memorial in Ottawa http://t.co/VF3UlRVHV5 http://t.co/wt0ixrrTvK” special place in hell for this prick,false,524929796862918656,1,true,False,120,2850,245,107,6
524942384720007169,ottawashooting,@trevorjkramer @CBCAlerts regardless. .it's tragic :( my hometown will be forever changed,false,524937527804051457,0,true,False,320,2169,1212,266,10
525014744139583488,ottawashooting,@ABC r u dead @TYHiIton,false,524938162900967424,1,true,False,3367,55781,991,18815,2
524967376719466496,ottawashooting,Canada's Minister of Employment Jason Kenney says the soldier shot in Ottawa has died - @TorontoStar http://t.co/YXHpFMqGic,false,None,430,true,True,6999796,87770,501,19,5
524992458954788864,ottawashooting,@BBCBreaking @pinksliptv SAY IT CLEARLY - TERROR ATTACK!!!,false,524979668282519552,0,true,False,876,5749,1467,846,9
524948234868105217,ottawashooting,@SunNewsNetwork @inky_mark Sorry but  the words 'credible' and 'Sun News' don't belong in the same sentence.,false,524947196131966976,2,true,False,308,1778,586,259,3
525052768877572097,ottawashooting,@cuba201 remember 10 years ago there was no boko haram so why now? the question is what went wrong?,false,525051881253793792,0,true,False,277,721,218,11,9
524935458695155712,ottawashooting,@lauren_616 We are monitoring all #uOttawa twitter feeds and will pass on information as we get it. You can follow @uOttawaAlert as well,false,524934421074673664,0,true,False,3613,1871,1895,60,10
525302524476399616,ottawashooting,@JuniorReyes17 @Canoe Well now I know Kevin Vickers was former RCMP Inspector. So obviously he'd have that capability to carry a weapon.,false,525091399671496704,0,true,False,924,2718,1895,703,11
525060987272298496,ottawashooting,@TheAnonMessage Surprise!,false,525040408653754368,0,true,False,294,8042,384,5723,2
524952437137092608,ottawashooting,Witness tells CNN gunman shot one of two soldiers standing guard at war memorial in Ottawa. Live blog: http://t.co/q98AMohu7T,false,None,407,true,True,20038218,35649,113,13,9
525164713291038720,ottawashooting,@dwh17 oh well some people don't deserve to know the truth,false,525046498107486208,0,true,False,310,3596,124,333,8
525051409557762048,ottawashooting,".@CBCOttawa @CBCAlerts Source and origin of ""photo of Michael Zehaf-Bibeau""? Verified?",false,525049831312875521,0,true,False,496,28815,903,386,5
525030117014507523,ottawashooting,The soldier killed in #Ottawa today is being named as 24-year-old Nathan Cirillo. Latest here: http://t.co/Iwpa7Iq2XA http://t.co/nMEOVCJVUa,false,None,145,true,True,441574,112802,488,27,7
525052917380698113,ottawashooting,@CBCOttawa @KingstonPete glad he is dead.,false,525049831312875521,0,true,False,907,12738,1916,388,3
525051051846959104,ottawashooting,@globeandmail @apple_hotm sad,false,525041091507388416,0,true,False,378,1614,385,48,2
524950519862013953,ottawashooting,Jesus. RT @CTVNews: #BREAKING: Ottawa police confirm there were at least three separate shootings,false,524949526487265280,0,true,False,2524,205026,1495,11183,6
525028274335137792,ottawashooting,@GoWithItJam @CBCOttawa Will be praying for you and your family and all folks in Ottawa! Stay safe my friend!,false,525027561487990784,0,true,False,2815,24431,447,2516,3
524937166171152384,ottawashooting,@CP24 sound is not working,false,524933399828369409,0,true,False,4,147,25,2,4
524968016690569216,ottawashooting,@BreakingNews @TorontoStar he was talking about the soldier that passed on Monday in Quebec,false,524967376719466496,0,true,False,99,1122,611,415,5
524950463364726784,ottawashooting,@ABCNewsLive is someone trying to over throw the government or other crazy thing?,false,524949628689461249,0,true,False,715,48925,2000,23180,4
525108414817386496,ottawashooting,“@HuffPostCanada: Heartbreaking photo shows  soldier Cirillo just moments before shooting http://t.co/7mteGhjkkT http://t.co/gf3Vv9gb6W”,false,525048987649576960,0,true,False,485,5684,207,383,6
524933924653629441,ottawashooting,I'm at a total loss for words. :( @CP24 : Soldier shot at National War Memorial in Ottawa http://t.co/XYRxJCEFEC http://t.co/9ochukDUrf,false,524929796862918656,0,true,False,1922,27601,178,209,2
524947416869388288,ottawashooting,Reports now that 2nd shooter has been shot in downtown Ottawa #ottnews,false,None,237,true,False,35698,18945,25733,2375,6
525032886060449792,ottawashooting,"@JesusWillKill @PzFeed 

Islam is in no way affiliated with ISIS. That's like saying Christianity is directly affiliated with the KKK.",false,525032635836665856,0,true,False,341,4257,356,721,7
524924346411020288,ottawashooting,RCMP yelling everyone to back away from Parliament Hill. Weapons out. Word of shooting inside. #cdnpoli http://t.co/aiXtvjlLP6,false,None,183,true,False,10990,6777,2447,2,4
525063545893830657,ottawashooting,@nathancullen so if shooter came an hour later he might have killed multiple MP's &amp; reporters. Which Minister will resign? #ottawashooting,false,524960247518330881,0,true,False,3656,101552,3383,126,8
524965016618143744,ottawashooting,RT“@Reuters: #Ottawa police confirm they are looking for more than one suspect in Parliament Hill shooting. http://t.co/bII6CCNdDj” #smem,false,524964564018790400,0,true,False,581,3603,1605,1242,1
525059607144964097,ottawashooting,@nikkeykat @FoxNews absolutely you can't blame what one man or a group of fifty does on a billion people that's just hilarious.,false,525057884418478081,0,true,False,93,224,807,152,1
525003193621950464,ottawashooting,"@CBCAlerts does it really take that long to do his makeup and prepare a speech?  we need leadership and answers, now more waiting..",false,525001895631654912,1,true,False,536,29597,668,3,8
525020701808656384,ottawashooting,@SuzannaRegina2 @CBCAlerts exactly,false,525020013800222720,1,true,False,32,3087,120,839,8
525041384253038594,ottawashooting,@Karentalk @cnnbrk Isis needs to be stopped 100% yes. But facts need to be presented before fingers are pointed and accusations made.,false,525040278173126656,0,true,False,228,859,388,77,7
524926236540555264,ottawashooting,@cmaconthehill  OMG! Be safe,false,524923462398513152,0,true,False,220,920,606,368,7
524957548479545344,ottawashooting,😱 😱 “@CP24: EXTENDED VIDEO: Numerous gunshots heard inside Centre Block on Parliament Hill http://t.co/tFhI1LmIVF”,false,524953110285152256,0,true,False,261,21433,341,430,3
525065430713790465,ottawashooting,"Canadian Prime Minister Stephen Harper is due to make a statement shortly, reports say http://t.co/dUvWlCCpdY #OttawaShootings",false,None,162,true,True,11835650,21529,3,0,6
524959677827014656,ottawashooting,@RideauCentre @bernardcolin we were near here trying to drive to Wakefield. Stuck in tfc now,false,524937542131793920,0,true,False,70,107,111,10,8
524987107081977856,ottawashooting,"""I saw a long gun, I heard one shot"" - eye witness to #OttawaShooting at Canadian Parliament http://t.co/509yRD4iCn http://t.co/YmMtvZDLom",false,None,219,true,True,7707251,181880,61,0,8
525031077845688320,ottawashooting,@daryldavis41 @JWadeMoses @CTVNews  Good ! Do they know if he acted alone ?,false,525030812014874624,0,true,False,495,16113,875,14029,2
524985160119631873,ottawashooting,@CP24 Such a dark and sad day for Canada! A strip of our innocence ripped off.Deepest sympathy to the family of the fallen soldier.😢,false,524982066564567040,0,true,False,55,445,135,13,3
524937725661962240,ottawashooting,@mercedes8118 @CTVNews garded?,false,524933921788923905,0,true,False,605,14567,177,18274,9
525163315681824768,ottawashooting,@HuffPostCanada @Nettles18 this is so heartbreaking.....,false,525048987649576960,0,true,False,1293,8511,1577,21708,3
524926131032850432,ottawashooting,@CBCAlerts I hope they are being taken out of their offices and thrown out on to the street.,false,524925730053181440,0,true,False,104,3680,159,1321,4
524960144858554368,ottawashooting,@cnnbrk ههههه شوفوآ علا الفارس مين متابعه ؟ @Question_arab,false,524959809402331137,0,true,False,368,1616,437,72,10
524991264702611456,ottawashooting,“@BreakingNews Ottawa police confirm 1 male shooting suspect died; no one in custody - @OttawaPolice http://t.co/Z89gCRSq6S”,false,524983146266505216,0,true,False,238,32424,211,2,8
524938104327905280,ottawashooting,"@rcallimachi @ummsalama15_ sure, yiu just need to work for a jew",false,524937953148403713,0,true,False,1602,4690,389,190,0
524938761504038913,ottawashooting,@StephenDennehy @NBCNews Stephen Dennehy has a brain?,false,524937768963940354,0,true,False,54,2200,167,5,0
524999801973506048,ottawashooting,@Trial_Watcher1 @CBCAlerts @CBCNews And the news I'm watching right now are saying so much different than what you're posting in here LOL,false,524999012538408963,0,true,False,231,8789,74,9476,3
524951639799918593,ottawashooting,@cnnbrk @OttawaPolice Wonder if the Islamist attack from yesterday is connected to this?,false,524951314556796929,0,true,False,11,316,97,19,3
525041184511918081,ottawashooting,@Jrsatty @crewdeli90 @AP whatever.. i believe in both and am not terorist..,false,525040757624033280,0,true,False,276,721,218,11,9
524928175311446017,ottawashooting,@CdnPress,false,524927695633666049,0,true,False,32,44,61,0,11
524955236423962624,ottawashooting,@daz_haywood @BBCBreaking We don't see a lot of fanatics trying to shoot up our Parliament Buildings as they do here in DC.,false,524953364518699008,0,true,False,343,1578,637,798,5
525039291328901120,ottawashooting,@globeandmail @VivianBercovici may he rest in peace,false,525036393983381504,1,true,False,647,17319,602,44,10
524965305186283520,ottawashooting,@globeandmail @USATODAY. US gun culture is moving north.,false,524958599433691136,0,true,False,24,872,295,283,2
524982931820134400,ottawashooting,@englishoak @OttawaPolice hear hear,false,524982851398553600,0,true,False,1471,39041,1172,4104,8
524968923222257664,ottawashooting,@CP24 somebody tell us something. please,false,524968742246420480,0,true,False,162,15488,210,2213,0
524954408812302338,ottawashooting,@Breaking911 @gailtalk Do you remember when #Canada was White. The Great White North. Before #immigration #diversity? #Canuckistan,false,524953604717686784,0,true,False,1523,42149,1996,253,5
524935929421516800,ottawashooting,@ABC multiple shots fired in parliament hill,false,524935816603107328,0,true,False,152,2964,599,2382,8
524957553969868800,ottawashooting,"@KraftyWurker @nytimes before Upper/Lower Canada, this place was plenty brown. But, whatever, good job being a piece of shit.",false,524956823615725568,0,true,False,65,2545,272,698,2
525061443948118016,ottawashooting,@C_Anderson2142 @abdoulieswazzy @FoxNews ISIS claims they represent true Islam haha technically they hold true to the real Islamic belief,false,525060714994880512,0,true,False,480,16246,325,8257,9
524937732158943232,ottawashooting,"@NBCNews whoa, that's an awesome picture.",false,524937204552843268,0,true,False,705,5552,2001,3808,7
524933682759753728,ottawashooting,@CBCOttawa Most/all NCR federal buildings locked down. Told to stay inside. Need pass card to enter. @GiacomoPanico,false,524932574909857792,0,true,False,131,4034,187,226,10
524937833375887360,ottawashooting,@Reuters suspect has now be killed. Unconfirmed,false,524937594090844160,0,true,False,1914,2559,701,1058,3
524987913495674882,ottawashooting,@BBCWorld @TwistAnonymous canada dont play,false,524987107081977856,0,true,False,778,49873,1655,52,7
525003648104161281,ottawashooting,"@tdgecas You don't have any evidence that he didn't do any of these things in addition to taking a picture, but you accuse away.",false,525000276894572546,0,true,False,4,233,90,53,3
524970966842376192,ottawashooting,"Conservative caucus told Canadian soldier shot at War Memorial has died, Soldier has not been named, but was a reservist based in #Hamilton.",false,None,568,true,True,366051,25594,264,17,9
524972939813605376,ottawashooting,@Nduna_lux @SkyNews Religion. People who can't compartmentalise their personal beliefs in everyday life. Myth and reality don't mix.,false,None,0,true,False,525,45582,275,125,3
525026675508006912,ottawashooting,@dhostler1985 @CBCOttawa good looking guy. so fucking tragic. he went to work never expecting this. now he's gone. awful.,false,525026461841752064,0,true,False,7888,42499,834,8712,8
524960075136663552,ottawashooting,@CBSNews @JoeyBats19,false,524959836778536961,0,true,False,55,908,350,543,2
524994366541398017,ottawashooting,"@PC_Consult39 because it is a possible terrorist threat that could expand into the US, and they are our closest (literally) allies.",false,524993786276220928,0,true,False,129,1413,489,442,9
524963166821048320,ottawashooting,@cnni,false,524957752138149888,0,true,False,6,24,42,7,1
524952361601859586,ottawashooting,@ctvottawa sounds like a shotgun blast followed by officers returning fire.,false,524950899899113473,0,true,False,51,1145,199,148,5
524943490887991296,ottawashooting,"CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. #cbcOTT #OTTnews",false,None,930,true,False,66735,38429,296,161,9
524979024951795712,ottawashooting,@SkyNews @RockScorpion59 We wondered what was being planed at the end of Pistorius trial.,false,524969144832491520,0,true,False,68,797,207,29,4
525068923461308416,ottawashooting,@dappledstud Let them come I've nothing to hide I they do you should be next so find another pair of shorts you moron,false,525067621222203392,0,true,False,638,14166,760,13250,7
524932752358260737,ottawashooting,@CTVNews @WatchCTVNews @cnnbrk @wolfblitzer @andersoncooper @donlemon @CNNAshleigh @CarolCNN,false,524927288077746176,0,true,False,130,810,368,37,0
524937381024378880,ottawashooting,“@CBCAlerts: More shots fired just off Parliament Hill. Police telling everyone to take cover.” Scary... Keep safe everyone,false,524936872666353664,0,true,False,354,4942,486,511,6
525073093363249153,ottawashooting,"@CP24 Oh, thats interesting it was #ISIL.",false,525072912957452289,0,true,False,370,20635,766,9370,4
524973167765643264,ottawashooting,@NBCNightlyNews @TODAYshow @JimMiklaszewski WTF?,false,524966392702189569,0,true,False,18,564,81,74,9
524956299734573056,ottawashooting,@EasternOar @FaithGoldy @PzFeed  Remember when Justin told the press that the Boston Bombers were just misunderstood? What will he say now?,false,524955094458978304,1,true,False,145,5815,109,28,3
524978011188527104,ottawashooting,"@CNN @TattooQ
A car hits people waiting at the Ammunition Hill station
of Jerusalem's light rail
driver shot trying to flee...",false,524976963862429697,2,true,False,461,2403,708,78,7
524963251181076481,ottawashooting,@cbcsaltzman @CBCNews  heartbreaking.,false,524962142563610625,0,true,False,33,34,83,19,5
524955539839533056,ottawashooting,@PzFeed no somthings off on that..,false,524953017389707264,0,true,False,1514,94279,1999,1154,2
524955504758779905,ottawashooting,@TheGreatKnuckle @catekustanczy frightening scene this morning.,false,None,1,true,False,395,7715,790,828,6
524943058551713792,ottawashooting,@HaraldDoornbos Bloody hell that's not good. I thought they'd raised terror threat?!  BBC reporting upto 30 shots heard inside parliament.,false,524942353355005952,0,true,False,207,9502,1012,1735,11
